nomination_id,award_id,year,title_id,actor_id,network_id,category_id,role,episode,producers,winner
107,1,2020,378,0,3,2,,,"Jesse Armstrong, Adam McKay, Will Ferrell, Frank Rich, Kevin Messick, Mark Mylod, Jane Tranter, Tony Roche and Scott Ferguson, executive producers; Jon Brown and Georgia Pritchett, co-executive producers; Jonathan Glatzer, supervising producer; Will Tracy, Dara Schnapper and Gabrielle Mahon, producers; Lucy Prebble, consulting producer",True
108,1,2022,378,0,3,2,,,"Jesse Armstrong, Adam McKay, Will Ferrell, Frank Rich, Kevin Messick, Mark Mylod, Jane Tranter, Tony Roche, Scott Ferguson, Jon Brown, Lucy Prebble and Will Tracy, executive producers; Georgia Pritchett and Ted Cohen, co-executive producers; Susan Soon He Stanton and Dara Schnapper, supervising producers; Gabrielle Mahon, produced by; Francesca Gardiner, consulting producer",True
109,1,2021,382,0,3,2,,,"Misha Green, J. J. Abrams, Jordan Peele, Bill Carraro, Yann Demange and Ben Stephenson, executive producers; Rachel Rusch Rich, Jonathan I. Kidd, Sonya Winton-Odamtten and Matt King, co-executive producers; Dana Robin, produced by",False
110,1,2022,383,0,3,2,,,"Sam Levinson, Kevin Turen, Ravi Nandan, Drake, Adel ""Future"" Nur, Zendaya, Will Greenfield, Ashley Levinson, Ron Leshem and Hadas Moses Lichtenstein, executive producers; Kenneth Yu and Harrison Kreiss, producers",False
111,1,2010,355,0,7,2,,,"John Goldwyn, Sara Colleton, Clyde Phillips, Charles H. Eglee, Melissa Rosenberg and Scott Buck, executive producers; Tim Schlattmann and Wendy West, supervising producers; Lauren Gussis, producer; Robert Lloyd Lewis, produced by",False
112,1,2011,355,0,7,2,,,"John Goldwyn, Sara Colleton, Chip Johannessen, Manny Coto, Scott Buck and Michael C. Hall, executive producers; Tim Schlattmann and Wendy West, co-executive producers; Lauren Gussis, supervising producer; Robert Lloyd Lewis, produced by",False
113,1,2012,362,0,7,2,,,"Alex Gansa, Howard Gordon, Michael Cuesta, Gideon Raff, Avi Nir and Ran Tellem, executive producers; Chip Johannessen and Alexander Cary, co-executive producers; Michael Klick, producer; Henry Bromell and Meredith Stiehm, consulting producers",True
114,1,2013,362,0,7,2,,,"Alex Gansa, Howard Gordon, Michael Cuesta, Gideon Raff, Avi Nir, Ran Tellem, Meredith Stiehm, Chip Johannessen, Alexander Cary and Henry Bromell, executive producers; Michael Klick, producer",False
115,1,2015,362,0,7,2,,,"Alex Gansa, Howard Gordon, Alexander Cary, Chip Johannessen, Lesli Linka Glatter, Meredith Stiehm, Gideon Raff, Avi Nir and Ran Telem, executive producers; Patrick Harbinson and Michael Klick, co-executive producers; Claire Danes and Lauren White, producers",False
116,1,2016,362,0,7,2,,,"Alex Gansa, Howard Gordon, Chip Johannessen, Lesli Linka Glatter, Meredith Stiehm, Avi Nir, Ran Telem, Gideon Raff and Patrick Harbinson, executive producers; Michael Klick, Claire Danes, Ron Nyswaner, Ted Mann and Benjamin Cavell, co-executive producers; Lauren White and Katie O'Hara, producers",False
117,1,2022,386,0,7,2,,,"Jonathan Lisco, Ashley Lyle and Bart Nickerson, Drew Comins and Karyn Kusama, executive producers; Liz Phang, Jamie Travis, Brad Van Arragon, Sarah L. Thompson and Ameni Rozsa, co-executive producers; Chantelle M. Wells, supervising producer",False
118,1,2017,372,0,2,2,,,"Dan Fogelman, Jess Rosenthal, John Requa, Glenn Ficarra, Ken Olin, Donald Todd and Charles Gogolak, executive producers; KJ Steinberg, Isaac Aptaker, Elizabeth Berger, Joe Lawson and Steve Beers, co-executive producers; Vera Herbert and Bekah Brunstetter, producers",False
119,1,2018,372,0,2,2,,,"Dan Fogelman, Jess Rosenthal, Isaac Aptaker, Elizabeth Berger, John Requa, Glenn Ficarra, Ken Olin and Charles Gogolak, executive producers; KJ Steinberg, Steve Beers, Don Roos and Tyler Bensinger, co-executive producers; Vera Herbert, supervising producer; Bekah Brunstetter, Cathy Mickel Gibson and Nick Pavonetti, producers",False
120,1,2019,372,0,2,2,,,"Dan Fogelman, Jess Rosenthal, Isaac Aptaker, Elizabeth Berger, Ken Olin, John Requa, Glenn Ficarra and Charles Gogolak, executive producers; Steve Beers, KJ Steinberg, Kevin Falls and Julia Brownell, co-executive producers; Vera Herbert and Bekah Brunstetter, supervising producers; Shukree Hassan Tilghman, Nicholas Pavonetti and Cathy Mickel Gibson, producers",False
121,1,2021,372,0,2,2,,,"John Requa, Glenn Ficarra, Charles Gogolak, Ken Olin, Isaac Aptaker, Elizabeth Berger, Dan Fogelman and Jess Rosenthal, executive producers; Kay Oyegun, Casey Johnson, David Windsor, Vera Herbert, Julia Brownell, Kevin Falls, K.J. Steinberg and Steve Beers, co-executive producers; Elan Mastai, supervising producer; Nick Pavonetti, producer; Cathy Mickel Gibson, produced by",False
122,1,2010,356,0,1,2,,,"Robert King, Michelle King, Ridley Scott, Tony Scott, David W. Zucker and Brooke Kennedy, executive producers; Todd Ellis Kessler and Ted Humphrey, co-executive producers",False
123,1,2011,356,0,1,2,,,"Ridley Scott, Tony Scott, Robert King, Michelle King, David W. Zucker and Brooke Kennedy, executive producers; Ted Humphrey, Leonard Dick and Keith Eisner, co-executive producers; Courtney A. Kemp and Corinne Brinkerhoff, producers",False
124,1,2016,367,0,6,2,,,"Joe Weisberg, Joel Fields, Graham Yost, Darryl Frank, Justin Falvey and Chris Long, executive producers; Stephen Schiff, co-executive producer; Mary Rae Thewlis, produced by; Joshua Brand, consulting producer",False
125,1,2018,367,0,6,2,,,"Joe Weisberg, Joel Fields, Chris Long, Graham Yost, Justin Falvey, Darryl Frank, Stephen Schiff and Mary Rae Thewlis, executive producers; Tracey Scott Wilson and Peter Ackerman, co-executive producers; Joshua Brand, consulting producer",False
126,1,2019,377,0,6,2,,,"Ryan Murphy, Brad Falchuk, Nina Jacobson, Brad Simpson, Alexis Martin Woodall and Sherry Marsh, executive producers; Steven Canals and Silas Howard, co-executive producers; Janet Mock, Our Lady J and Lou Eyrich, producers; Erica Kay, produced by",False
127,1,2021,377,0,6,2,,,"Ryan Murphy, Brad Falchuk, Nina Jacobson, Brad Simpson, Alexis Martin Woodall, Sherry Marsh, Steven Canals and Janet Mock, executive producers; Our Lady J, co-executive producer; Tanase Popa, supervising producer; Lou Eyrich, Jeff Dickerson and Todd Nenninger, producers; Kip Davis Myers, produced by",False
128,1,2015,327,0,8,2,,,"Jenji Kohan, executive producer; Mark A. Burley, Stephen Falk, Sara Hess and Lisa I. Vinnecour, co-executive producers; Tara Herrmann, producer; Neri Kyle Tannenbaum, produced by",False
129,1,2013,364,0,8,2,,,"David Fincher, Joshua Donen, Eric Roth, Beau Willimon, John Melfi, Kevin Spacey, Dana Brunetti, Michael Dobbs and Andrew Davies, executive producers; Rick Cleveland, Sarah Treem and Robert Zotnowski, co-executive producers; Keith Huff and Karyn McCarthy, producers",False
130,1,2014,364,0,8,2,,,"Beau Willimon, Joshua Donen, Eric Roth, David Fincher, Kevin Spacey, Dana Brunetti, Andrew Davies, Michael Dobbs and David Manson, executive producers; John Mankiewicz and Robert Zotnowski, co-executive producers; Iain Paterson, produced by",False
131,1,2015,364,0,8,2,,,"Beau Willimon, Andrew Davies, Michael Dobbs, Kevin Spacey, Dana Brunetti, Joshua Donen, Eric Roth, David David Fincher and John David Coles, executive producers; John Mankiewicz and Robert Zotnowski, co-executive producers; Frank Pugliese, supervising producer; Jay Carson, producer; Karen Moore, produced by",False
132,1,2016,364,0,8,2,,,"Beau Willimon, Andrew Davies, Michael Dobbs, Robin Wright, Kevin Spacey, Dana Brunetti, Joshua Donen, Eric Roth and David Fincher, executive producers; John Mankiewicz and Robert Zotnowski, co-executive producers; Jay Carson and Frank Pugliese, supervising producers; Hameed Shaukat, producer; Boris Malden, produced by",False
133,1,2017,364,0,8,2,,,"Melissa James Gibson, Frank Pugliese, Andrew Davies, Michael Dobbs, Robin Wright, Kevin Spacey, Dana Brunetti, Joshua Donen, Eric Roth, David Fincher, Daniel Minahan and John Mankiewicz, executive producers; Robert Zotnowski, co-executive producer; Kenneth Lin and Hameed Shaukat, supervising producers; Laura Eason and Bill Kennedy, producers; Boris Malden, produced by",False
134,1,2017,370,0,8,2,,,"Peter Morgan, Stephen Daldry, Andy Harries, Philip Martin, Suzanne Mackie, Matthew Byam-Shaw, Robert Fox and Tanya Seghatchian, executive producers; Andrew Eaton, producer",False
135,1,2018,370,0,8,2,,,"Peter Morgan, Stephen Daldry, Andy Harries, Philip Martin, Suzanne Mackie, Matthew Byam Shaw and Robert Fox, executive producers; Andy Stebbing and Martin Harrison, producers",False
136,1,2020,370,0,8,2,,,"Peter Morgan, Suzanne Mackie, Stephen Daldry, Andy Harries, Benjamin Caron, Matthew Byam Shaw and Robert Fox, executive producers; Michael Casey, Andy Stebbing, Martin Harrison and Oona O Beirn, producers",False
137,1,2021,370,0,8,2,,,"Peter Morgan, Suzanne Mackie, Stephen Daldry, Andy Harries, Benjamin Caron, Matthew Byam Shaw and Robert Fox, executive producers; Michael Casey, Andy Stebbing, Martin Harrison and Oona O Beirn, producers",True
138,1,2017,371,0,8,2,,,"The Duffer Brothers, Dan Cohen and Shawn Levy, executive producers; Iain Paterson, co-executive producer",False
139,1,2018,371,0,8,2,,,"Iain Paterson, Shawn Levy, Dan Cohen and The Duffer Brothers, executive producers; Rand Geiger and Justin Doble, producers",False
140,1,2020,371,0,8,2,,,"Iain Paterson, Shawn Levy, Dan Cohen and The Duffer Brothers, executive producers; Curtis Gwinn, co-executive producer; Rand Geiger, producer",False
141,1,2022,371,0,8,2,,,"The Duffer Brothers, Dan Cohen, Shawn Levy, Curtis Gwinn and Iain Paterson, executive producers; Rand Geiger, Kate Trefry and Paul Dichter, producers; Lampton Enochs, produced by",False
142,1,2019,374,0,8,2,,,"Jed Mercurio, Simon Heath, Elizabeth Kilgarriff and Roderick Seligman, executive producers; Priscilla Parish and Eric Coulter, produced by",False
143,1,2019,376,0,8,2,,,"Jason Bateman, Chris Mundy, Bill Dubuque, Mark Williams and David Manson, executive producers; Alyson Feltes, Ryan Farley and Patrick Markey, co-executive producers; Erin Mitchell, producer; Matthew Spiegel, produced by",False
144,1,2020,376,0,8,2,,,"Jason Bateman, Chris Mundy, Bill Dubuque, Mark Williams, Patrick Markey and John Shiban, executive producers; Miki Johnson, supervising producer; Erin Mitchell, Martin Zimmerman and Peter Thorell, producers; Matthew Spiegel, produced by",False
145,1,2022,376,0,8,2,,,"Jason Bateman, Chris Mundy, Bill Dubuque, Mark Williams, Patrick Markey and John Shiban, executive producers; Miki Johnson and Laura Linney, co-executive producers; Erin Mitchell and Martin Zimmerman, supervising producers; Paul Kolsby and Laura Deeley, producers; Dana Scott, produced by",False
146,1,2021,381,0,8,2,,,"Chris Van Dusen, Shonda Rhimes and Betsy Beers, executive producers; Scott Collins, Alison Eakle, Sara Fischer, Julia Quinn, Leila Cohan-Miccio, Jonathan Igla and Janet Lin, co-executive producers; Holden Chang and Sarah Dollard, producers; Sarada McDermott, produced by",False
147,1,2022,385,0,8,2,,,"Kim Ji-yeon and Hwang Dong-hyuk, executive producers",False
148,1,2021,380,0,16,2,,,"Eric Kripke, Seth Rogen, Evan Goldberg, James Weaver, Neal H. Moritz, Pavun Shetty, Craig Rosenberg, Phil Sgriccia, Rebecca Sonnenshine, Ken F. Levin and Jason Netter, executive producers; Garth Ennis, Darick Robertson and Michael Saltzman, co-executive producers; Michaela Starr, supervising producer; Gabriel Garcia, producer; Hartley Gorenstein, produced by",False
149,1,2022,384,0,13,2,,,"Ben Stiller, Nicholas Weinstock, Jackie Cohn, Mark Friedman, Dan Erickson, Andrew Colville, Chris Black and John Cameron, executive producers; Jill Footlick and Kari Drake, co-executive producers; Adam Scott, Patricia Arquette, Aoife McArdle, Amanda Overton and Gerry Robert Byrne, producers",False
150,1,2017,369,0,12,2,,,"Bruce Miller, Warren Littlefield, Daniel Wilson, Fran Sears and Ilene Chaiken, executive producers; Sheila Hockin, Eric Tuchman, Frank Siracusa and John Weber, co-executive producers; Kira Snyder, supervising producer; Elisabeth Moss, producer; Joseph Boccia, produced by; Leila Gerstein, consulting producer",True
151,1,2018,369,0,12,2,,,"Bruce Miller, Warren Littlefield, Elisabeth Moss, Daniel Wilson and Fran Sears, executive producers; Mike Barker, Sheila Hockin, Eric Tuchman, Kira Snyder, Yahlin Chang, Frank Siracusa and John Weber, co-executive producers; Dorothy Fortenberry, producer; Joseph Boccia, produced by; Margaret Atwood and Ron Milbauer, consulting producers",False
152,1,2020,369,0,12,2,,,"Bruce Miller, Warren Littlefield, Elisabeth Moss, Daniel Wilson, Fran Sears, Mike Barker, Eric Tuchman, Sheila Hockin, John Weber and Frank Siracusa, executive producers; Kira Snyder, Yahlin Chang and Margaret Atwood, co-executive producers; Dorothy Fortenberry and Marissa Jo Cerar, supervising producers; Nina Fiore and John Herrera, producers; Kim Todd, produced by",False
153,1,2021,369,0,12,2,,,"Bruce Miller, Warren Littlefield, Elisabeth Moss, Daniel Wilson, Fran Sears, Eric Tuchman, Sheila Hockin, John Weber, Frank Siracusa, Kira Snyder and Yahlin Chang, executive producers; Dorothy Fortenberry, Margaret Atwood, Kim Todd and Matt Hastings, co-executive producers; Nina Fiore and John Herrera, supervising producers",False
154,1,2010,353,0,17,2,,,"Matthew Weiner and Scott Hornbacher, executive producers; Lisa Albert, supervising producer; Blake McCormick and Dwayne Shattuck, producers",True
155,1,2011,353,0,17,2,,,"Matthew Weiner and Scott Hornbacher, executive producers; Andre Jacquemetton and Maria Jacquemetton, co-executive producers; Dahvi Waller, Jonathan Abrahams, Dwayne Shattuck and Blake McCormick, producers",True
156,1,2012,353,0,17,2,,,"Matthew Weiner, Scott Hornbacher, Andre Jacquemetton and Maria Jacquemetton, executive producers; Victor Levin, co-executive producer; Jon Hamm and Blake McCormick, producers",False
157,1,2013,353,0,17,2,,,"Matthew Weiner, Scott Hornbacher, Andre Jacquemetton, Maria Jacquemetton and Janet Leahy, executive producers; Semi Chellas, supervising producer; Jon Hamm, Blake McCormick and Erin Levy, producers",False
158,1,2014,353,0,17,2,,,"Matthew Weiner, Scott Hornbacher and Janet Leahy, executive producers; Semi Chellas, co-executive producer; Erin Levy, supervising producer; Jon Hamm, Blake McCormick and Tom Smuts, producers",False
159,1,2015,353,0,17,2,,,"Matthew Weiner, Scott Hornbacher and Janet Leahy, executive producers; Semi Chellas, co-executive producer; Erin Levy, supervising producer; Jon Hamm, Blake McCormick and Tom Smuts, producers",False
160,1,2010,354,0,17,2,,,"Vince Gilligan and Mark Johnson, executive producers; Michelle MacLaren, co-executive producer; Sam Catlin, supervising producer; Melissa Bernstein, Peter Gould, George Mastras and Thomas Schnauz, producers; Stewart A. Lyons, produced by",False
161,1,2012,354,0,17,2,,,"Vince Gilligan, Mark Johnson and Michelle MacLaren, executive producers; Melissa Bernstein and Sam Catlin, co-executive producers; Peter Gould, George Mastras and Thomas Schnauz, supervising producers; Moira Walley-Beckett, Bryan Cranston and Diane Mercer, producers; Stewart A. Lyons, produced by",False
162,1,2013,354,0,17,2,,,"Vince Gilligan, Mark Johnson and Michelle MacLaren, executive producers; Melissa Bernstein, Sam Catlin, Peter Gould, George Mastras and Thomas Schnauz, co-executive producers; Moira Walley-Beckett, supervising producer; Bryan Cranston and Diane Mercer, producers; Stewart A. Lyons, produced by",True
163,1,2014,354,0,17,2,,,"Vince Gilligan, Mark Johnson and Michelle MacLaren, executive producers; Melissa Bernstein, Sam Catlin, Peter Gould, George Mastras, Thomas Schnauz and Moira Walley-Beckett, co-executive producers; Bryan Cranston and Diane Mercer, producers; Stewart A. Lyons, produced by",True
164,1,2015,366,0,17,2,,,"Vince Gilligan, Peter Gould, Mark Johnson and Melissa Bernstein, executive producers; Thomas Schnauz and Stewart A. Lyons, co-executive producers; Gennifer Hutchison, supervising producer; Diane Mercer, Nina Jack and Bob Odenkirk, producers",False
165,1,2016,366,0,17,2,,,"Vince Gilligan, Peter Gould, Mark Johnson, Melissa Bernstein and Thomas Schnauz, executive producers; Gennifer Hutchison, co-executive producer; Nina Jack, supervising producer; Diane Mercer and Bob Odenkirk, producers; Robin Sweet, produced by",False
166,1,2017,366,0,17,2,,,"Vince Gilligan, Peter Gould, Mark Johnson, Melissa Bernstein, Thomas Schnauz and Gennifer Hutchison, executive producers; Nina Jack and Diane Mercer, co-executive producers; Bob Odenkirk, Jonathan Glatzer and Gordon Smith, producers; Robin Sweet, produced by",False
167,1,2019,366,0,17,2,,,"Vince Gilligan, Peter Gould, Mark Johnson, Melissa Bernstein, Thomas Schnauz and Gennifer Hutchison, executive producers; Nina Jack and Diane Mercer, co-executive producers; Gordon Smith and Alison Tatlock, supervising producers; Ann Cherkis and Bob Odenkirk, producers; Robin Sweet, produced by",False
168,1,2020,366,0,17,2,,,"Peter Gould, Vince Gilligan, Mark Johnson, Melissa Bernstein and Thomas Schnauz, executive producers; Diane Mercer, Gordon Smith and Alison Tatlock, co-executive producers; Ann Cherkis, supervising producer; Bob Odenkirk, producer; Princess Nash, produced by",False
169,1,2022,366,0,17,2,,,"Vince Gilligan, Peter Gould, Mark Johnson, Melissa Bernstein, Thomas Schnauz, Gordon Smith, Alison Tatlock, Diane Mercer and Michael Morris, executive producers; Ann Cherkis, co-executive producer; Trina Siopy, supervising producer; Bob Odenkirk and Jenn Carroll, producers; Jim Powers, produced by",False
170,1,2011,360,0,18,2,,,"Brian Grazer, David Nevins, Peter Berg, Sarah Aubrey, David Hudgins and Jason Katims, executive producers; John Cameron, Patrick Massett, John Zinman and Bridget Carpenter, co-executive producers; Rolin Jones, supervising producer; Ron Fitzgerald, Michael Waxman and Kerry Ehrin, producers; Nan Bernstein Freed, produced by",False
171,1,2012,363,0,19,2,,,"Gareth Neame, Julian Fellowes and Rebecca Eaton, executive producers; Liz Trubridge, producer",False
172,1,2013,363,0,19,2,,,"Gareth Neame and Julian Fellowes, executive producers; Nigel Marchant, co-executive producer; Liz Trubridge, producer",False
173,1,2014,363,0,19,2,,,"Gareth Neame, Julian Fellowes and Liz Trubridge, executive producers; Nigel Marchant, co-executive producer; Rupert Ryle-Hodges, producer",False
174,1,2015,363,0,19,2,,,"Gareth Neame, Nigel Marchant, Julian Fellowes and Liz Trubridge, executive producers; Chris Croucher, producer",False
175,1,2016,363,0,19,2,,,"Gareth Neame, Julian Fellowes, Liz Trubridge and Nigel Marchant, executive producers; Chris Croucher, producer",False
176,1,2016,368,0,5,2,,,"Sam Esmail, Chad Hamilton and Steve Golin, executive producers; Kyle Bradstreet and David Iserson, supervising producers; Margo Myers Massey, produced by",False
177,1,2019,375,0,22,2,,,"Sally Woodward Gentle, Lee Morris, Phoebe Waller-Bridge, Emerald Fennell, Gina Mingacci and Damon Thomas, executive producers; Francesca Gardiner and Sandra Oh, co-executive producers; Elinor Day, Morenike Williams and Andy Noble, produced by",False
178,1,2020,375,0,22,2,,,"Sally Woodward Gentle, Lee Morris, Phoebe Waller-Bridge, Gina Mingacci, Sandra Oh, Damon Thomas, Suzanne Heathcote and Jeff Melvoin, executive producers; Lynn Horsford, co-executive producer; Nige Watson, produced by",False
179,1,2020,379,0,25,2,,,"Jon Favreau, Dave Filoni, Kathleen Kennedy and Colin Wilson, executive producers; Karen Gilchrist, co-executive producer",False
180,1,2021,379,0,25,2,,,"Jon Favreau, Dave Filoni, Kathleen Kennedy and Colin Wilson, executive producers; Karen Gilchrist and Carrie Beck, co-executive producers; John Bartnicki, producer",False
181,2,2010,64,246,1,10,Sheldon Cooper,The Pants Alternative,,True
182,2,2011,64,246,1,10,Sheldon Cooper,The Agreement Dissection,,True
183,2,2012,64,246,1,10,Sheldon Cooper,The Werewolf Transformation,,False
184,2,2013,64,246,1,10,Sheldon Cooper,The Habitation Configuration,,True
185,2,2014,64,246,1,10,Sheldon Cooper,The Relationship Diremption,,True
186,2,2011,64,245,1,10,Leonard Hofstadter,The Benefactor Factor,,False
187,2,2012,250,919,1,10,Alan Harper,Frodo's Headshots,,True
188,3,2010,266,85,1,10,Christine Campbell,I Love What You Do for Me,,False
189,3,2012,244,85,3,10,Selina Meyer,Tears,,True
190,3,2013,244,85,3,10,Selina Meyer,Running,,True
191,3,2014,244,85,3,10,Selina Meyer,Crate,,True
192,3,2015,244,85,3,10,Selina Meyer,Election Night,,True
193,3,2016,244,85,3,10,Selina Meyer,Mother,,True
194,3,2017,244,85,3,10,Selina Meyer,Groundbreaking,,True
195,3,2019,244,85,3,10,Selina Meyer,Veep,,False
196,3,2011,267,934,1,10,Molly Flynn,First Date,,True
197,3,2012,267,934,1,10,Molly Flynn,The Dress,,False
198,3,2014,267,934,1,10,Molly Flynn,Mind Over Molly,,False
199,3,2017,279,351,1,10,Bonnie Plunkett,Tush Push and Some Radishes,,False
200,3,2018,279,351,1,10,Bonnie Plunkett,Phone Confetti and a Wee Dingle,,False
201,3,2021,279,351,1,10,Bonnie Plunkett,My Kinda People and the Big To-Do,,False
202,2,2010,175,650,2,10,Jack Donaghy,"Don Geiss, America and Hope",,False
203,2,2011,175,650,2,10,Jack Donaghy,Respawn,,False
204,2,2012,175,650,2,10,Jack Donaghy,Live from Studio 6H,,False
205,2,2013,175,650,2,10,Jack Donaghy,A Goon's Deed in a Weary World,,False
206,3,2010,175,649,2,10,Liz Lemon,Dealbreakers Talk Show#0001,,False
207,3,2011,175,649,2,10,Liz Lemon,Double-Edged Sword,,False
208,3,2012,175,649,2,10,Liz Lemon,The Tuxedo Begins,,False
209,3,2013,175,649,2,10,Liz Lemon,Hogcock! + Last Lunch,,False
210,2,2010,11,41,2,10,Michael Scott,The Cover-Up,,False
211,2,2011,11,41,2,10,Michael Scott,"Goodbye, Michael",,False
212,2,2020,231,41,13,2,Mitch Kessler,Lonely at the Top,,False
213,2,2018,172,926,2,10,Michael,Dance Dance Resolution,,False
214,2,2019,172,926,2,10,Michael,The Worst Possible Use of Free Will,,False
215,2,2020,172,926,2,10,Michael,Whenever You're Ready,,False
216,2,2021,261,929,2,10,Kenan Williams,Flirting,,False
217,3,2010,57,219,2,10,Leslie Knope,Telethon,,False
218,3,2011,57,219,2,10,Leslie Knope,Flu Season,,False
219,3,2012,57,219,2,10,Leslie Knope,"Win, Lose, or Draw",,False
220,3,2013,57,219,2,10,Leslie Knope,Emergency Response + Leslie and Ben,,False
221,3,2014,57,219,2,10,Leslie Knope,Recall Vote,,False
222,3,2015,57,219,2,10,Leslie Knope,One Last Ride,,False
223,2,2010,69,265,3,10,Larry David,Seinfeld,,False
224,2,2012,69,265,3,10,Larry David,Palestinian Chicken,,False
225,2,2018,69,265,3,10,Larry David,Fatwa!,,False
226,2,2016,115,436,3,10,Richard Hendricks,The Empty Chair,,False
227,2,2018,180,668,3,10,Barry Berkman / Barry Block,"Chapter Seven: Loud, Fast, and Keep Going",,True
228,2,2019,180,668,3,10,Barry Berkman / Barry Block,The Truth Has a Ring to It,,True
229,2,2022,180,668,3,10,Barry Berkman / Barry Block,starting now,,False
230,3,2012,271,937,3,10,Hannah Horvath,She Did,,False
231,3,2013,271,937,3,10,Hannah Horvath,Bad Friend,,False
232,3,2014,271,937,3,10,Hannah Horvath,Beach House,,False
233,3,2013,272,938,3,10,Amy Jellicoe,All I Ever Wanted,,False
234,3,2015,273,31,3,10,Valerie Cherish,Valerie Is Taken Seriously,,False
235,3,2016,277,942,3,10,Dr. Jenna James,Am I Still Me?,,False
236,3,2018,280,945,3,10,Issa Dee,Hella Great,,False
237,3,2020,280,945,3,10,Issa Dee,Lowkey Happy,,False
238,3,2022,280,945,3,10,Issa Dee,"Reunited, Okay?!",,False
239,2,2010,247,917,4,10,Will Schuester,Mash-Up,,False
240,3,2010,247,933,4,10,Rachel Berry,Sectionals,,False
241,2,2015,255,923,4,10,Phil Miller,Alive in Tucson,,False
242,2,2016,255,923,4,10,Phil Miller,30 Years of Science Down the Tubes,,False
243,3,2011,269,935,4,10,Virginia Chance,Say Cheese,,False
244,3,2012,270,936,4,10,Jessica Day,Bad in Bed,,False
245,2,2010,248,918,5,10,Adrian Monk,Mr. Monk and the End,,False
246,2,2011,164,612,6,10,Louie,Bully,,False
247,2,2012,164,612,6,10,Louie,Duckling,,False
248,2,2013,164,612,6,10,Louie,"Daddy's Girlfriend, Part 1",,False
249,2,2014,164,612,6,10,Louie,Model,,False
250,2,2015,164,612,6,10,Louie,Bobby's House,,False
251,2,2017,145,305,6,10,Earn Marks,The Big Bang,,True
252,2,2018,145,305,6,10,Earn Marks,Teddy Perkins,,False
253,2,2022,145,305,6,10,Earn Marks,Sinterklaas is Coming to Town,,False
254,2,2017,257,925,6,10,Chip and Dale Baskets,Freaks,,False
255,3,2017,278,547,6,10,Sam Fox,Future Fever,,False
256,3,2018,278,547,6,10,Sam Fox,Eulogy,,False
257,2,2011,249,32,7,10,Matt LeBlanc,Episode Seven,,False
258,2,2013,249,32,7,10,Matt LeBlanc,Episode Two,,False
259,2,2014,249,32,7,10,Matt LeBlanc,Episode Six,,False
260,2,2015,249,32,7,10,Matt LeBlanc,Episode Five,,False
261,2,2012,251,920,7,10,Marty Kaan,The Gods of Dangerous Financial Instruments,,False
262,2,2013,251,920,7,10,Marty Kaan,Hostile Takeover,,False
263,2,2014,251,920,7,10,Marty Kaan,Wreckage,,False
264,2,2015,251,920,7,10,Marty Kaan,"It's a Box Inside a Box Inside a Box, Dipshit",,False
265,2,2019,258,920,7,10,Maurice Monroe,365,,False
266,2,2020,258,920,7,10,Maurice Monroe,Who Are You Supposed to Be?,,False
267,2,2014,61,235,7,10,Frank Gallagher,Lazarus,,False
268,2,2015,61,235,7,10,Frank Gallagher,"A Night to Remem... Wait, What?",,False
269,2,2016,61,235,7,10,Frank Gallagher,I Only Miss Her When I'm Breathing,,False
270,2,2017,61,235,7,10,Frank Gallagher,"You Sold Me the Laundromat, Remember?",,False
271,2,2018,61,235,7,10,Frank Gallagher,Sleepwalking,,False
272,2,2021,61,235,7,10,Frank Gallagher,"Father Frank, Full of Grace",,False
273,3,2010,264,35,7,10,Jackie Peyton,Pilot,,True
274,3,2011,264,35,7,10,Jackie Peyton,Rat Falls,,False
275,3,2012,264,35,7,10,Jackie Peyton,Disneyland Sucks,,False
276,3,2013,264,35,7,10,Jackie Peyton,Luck of the Drawing,,False
277,3,2014,264,35,7,10,Jackie Peyton,Super Greens,,False
278,3,2015,264,35,7,10,Jackie Peyton,I Say a Little Prayer,,False
279,3,2010,265,594,7,10,Tara Gregson,Torando!,,False
280,3,2011,268,242,7,10,Cathy Jamison,Pilot,,False
281,3,2019,63,242,8,2,Wendy Byrde,One Way Out,,False
282,3,2020,63,242,8,2,Wendy Byrde,Fire Pink,,False
283,3,2022,63,242,8,2,Wendy Byrde,Pound of Flesh and Still Kickin',,False
284,2,2013,37,142,8,10,Michael Bluth,Flight of the Phoenix,,False
285,2,2018,63,142,8,2,"Martin ""Marty"" Byrde",The Toll,,False
286,2,2019,63,142,8,2,"Martin ""Marty"" Byrde",Reparations,,False
287,2,2020,63,142,8,2,Marty Byrde,Su Casa Es Mi Casa,,False
288,2,2022,63,142,8,2,Marty Byrde,Pound of Flesh and Still Kickin’,,False
289,2,2014,252,513,8,10,Derek Noakes,Episode 6,,False
290,2,2016,256,924,8,10,Dev Shah,Parents,,False
291,2,2017,256,924,8,10,Dev Shah,The Dinner Party,,False
292,2,2019,259,927,8,10,Sandy Kominsky,Chapter One: An Actor Avoids,,False
293,2,2020,259,927,8,10,Sandy Kominsky,Chapter 12: A Libido Sits in the Fridge,,False
294,2,2021,259,927,8,10,Sandy Kominsky,"Chapter 20. The round toes, of the high shoes",,False
295,3,2014,150,564,8,10,Piper Chapman,The Chickening,,False
296,3,2015,275,940,8,10,Frankie Bergstein,The Vows,,False
297,3,2016,275,940,8,10,Frankie Bergstein,The Test,,False
